Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
118.92,119.2,118.48,119.04,10767646,0,1,118.92,119.2,118.48,119.04,10767646
119.5,119.77,118.8,119.09,13684402,0,1,119.5,119.77,118.8,119.09,13684402
119.85,120.36,118.51,119.24,15918146,0,1,119.85,120.36,118.51,119.24,15918146
120.9,121.5,119.27,119.87,25324299,0,1,120.9,121.5,119.27,119.87,25324299
120.08,122.5,119.63,120.57,20139568,0,1,120.08,122.5,119.63,120.57,20139568
120,121.69,118.85,120.21,25913095,0,1,120,121.69,118.85,120.21,25913095
117.86,121.52,117.61,120.31,29768028,0,1,117.86,121.52,117.61,120.31,29768028
119.22,119.24,117.65,117.77,17805527,0,1,119.22,119.24,117.65,117.77,17805527
119.22,119.94,118.95,119.68,17464736,0,1,119.22,119.94,118.95,119.68,17464736
117.98,119.5,117.64,118.91,22442756,0,1,117.98,119.5,117.64,118.91,22442756
117,117.95,116.57,117.95,21913658,0,1,117,117.95,116.57,117.95,21913658
117.69,117.795,116.33,117.31,19131202,0,1,117.69,117.795,116.33,117.31,19131202
115.95,117.57,115.07,117.43,20201528,0,1,115.95,117.57,115.07,117.43,20201528
115.11,116.48,114.3,115.4,25070364,0,1,115.11,116.48,114.3,115.4,25070364
118.38,118.45,114,115.1,43276994,0,1,118.38,118.45,114,115.1,43276994
120.32,121.79,117.95,118.42,30188922,0,1,120.32,121.79,117.95,118.42,30188922
120.57,122.1,120.4,120.87,18890956,0,1,120.57,122.1,120.4,120.87,18890956
120.12,121.69,119.82,120.41,18101314,0,1,120.12,121.69,119.82,120.41,18101314
121.01,121.14,120.07,120.38,8658605,0,1,121.01,121.14,120.07,120.38,8658605
121.23,121.31,119.94,120.84,15672136,0,1,121.23,121.31,119.94,120.84,15672136
122.4,122.98,120.9,121.47,26089163,0,1,122.4,122.98,120.9,121.47,26089163
118.39,121.95,117.8,121.77,35415366,0,1,118.39,121.95,117.8,121.77,35415366
118.39,119.13,116.84,117.02,22879303,0,1,118.39,119.13,116.84,117.02,22879303
116.84,117.79,116.01,117.79,18597766,0,1,116.84,117.79,116.01,117.79,18597766
117.2,117.88,114.21,116.34,32397947,0,1,117.2,117.88,114.21,116.34,32397947
116.73,118.49,115.83,117.2,34681369,0,1,116.73,118.49,115.83,117.2,34681369
119.1256,119.1256,113.5535,115.08,51377040,0,1,119.1256,119.1256,113.5535,115.08,51377040
120.44,120.7,118.15,119.02,32840137,0,1,120.44,120.7,118.15,119.02,32840137
123.93,124.18,115.27,120.8,67846704,0,1,123.93,124.18,115.27,120.8,67846704
121.5,123.81,120.51,123.18,31916020,0,1,121.5,123.81,120.51,123.18,31916020
122.03,124.61,121.54,124.22,19460768,0,1,122.03,124.61,121.54,124.22,19460768
122.83,123.2089,121.35,122.15,23008880,0,1,122.83,123.2089,121.35,122.15,23008880
119.59,121.93,119.25,120.75,30545466,0,1,119.59,121.93,119.25,120.75,30545466
122,123.28,119.5,120,63766259,0,1,122,123.28,119.5,120,63766259
130.23,130.23,126.28,127.17,50190225,0,1,130.23,130.23,126.28,127.17,50190225
131.41,131.94,128.65,129.5,22077779,0,1,131.41,131.94,128.65,129.5,22077779
132.01,132.12,130.8835,130.99,15668982,0,1,132.01,132.12,130.8835,130.99,15668982
130.5,132.97,129.93,131.29,24545547,0,1,130.5,132.97,129.93,131.29,24545547
131.74,131.8,129.27,129.69,16741393,0,1,131.74,131.8,129.27,129.69,16741393
131.64,132.26,130.935,131.04,13084731,0,1,131.64,132.26,130.935,131.04,13084731
133.5,133.5,132.22,132.29,13336787,0,1,133.5,133.5,132.22,132.29,13336787
132.72,133.405,132.15,133.28,17470227,0,1,132.72,133.405,132.15,133.28,17470227
129.78,132.13,129.7,132.07,19088794,0,1,129.78,132.13,129.7,132.07,19088794
130.07,130.66,129.5,130,13167503,0,1,130.07,130.66,129.5,130,13167503
128.74,130.47,128.6,130.11,16752321,0,1,128.74,130.47,128.6,130.11,16752321
128.68,129.39,128.01,128.57,13503967,0,1,128.68,129.39,128.01,128.57,13503967
128.2,128.47,127.32,127.54,11351681,0,1,128.2,128.47,127.32,127.54,11351681
128.49,128.95,127.58,127.88,13345292,0,1,128.49,128.95,127.58,127.88,13345292
128.21,128.25,126.75,127.82,17139306,0,1,128.21,128.25,126.75,127.82,17139306
129.01,129.66,128.46,129.05,11072991,0,1,129.01,129.66,128.46,129.05,11072991
130.23,130.64,128.23,128.88,17537928,0,1,130.23,130.64,128.23,128.88,17537928
129.68,130.7,129.2,130.24,15138720,0,1,129.68,130.7,129.2,130.24,15138720
129.04,129.25,128.33,128.99,12804420,0,1,129.04,129.25,128.33,128.99,12804420
128.43,129.06,128.08,128.74,11682729,0,1,128.43,129.06,128.08,128.74,11682729
128.25,128.8,127.83,128.47,12386753,0,1,128.25,128.8,127.83,128.47,12386753
129.17,129.2765,127.5499,128.19,14307548,0,1,129.17,129.2765,127.5499,128.19,14307548
128.38,129.09,127.8,128.77,13156943,0,1,128.38,129.09,127.8,128.77,13156943
128.03,128.59,127.45,128.27,18402945,0,1,128.03,128.59,127.45,128.27,18402945
129.18,129.29,127.55,128.09,14532241,0,1,129.18,129.29,127.55,128.09,14532241
129.21,129.47,128.4,129.23,12047636,0,1,129.21,129.47,128.4,129.23,12047636
127.61,129.01,127.43,128.69,15637111,0,1,127.61,129.01,127.43,128.69,15637111
127.37,128.16,126.8,127.31,15064940,0,1,127.37,128.16,126.8,127.31,15064940
127.56,128.6,127.3,127.96,28326266,0,1,127.56,128.6,127.3,127.96,28326266
130.5,130.73,129.56,130.08,15538307,0,1,130.5,130.73,129.56,130.08,15538307
129.13,130.005,128.39,129.94,14068336,0,1,129.13,130.005,128.39,129.94,14068336
128.65,129.17,128.0307,128.64,11083808,0,1,128.65,129.17,128.0307,128.64,11083808
129.91,129.94,128.26,128.65,14958794,0,1,129.91,129.94,128.26,128.65,14958794
128.2,129.18,128.2,129.07,24119174,0,1,128.2,129.18,128.2,129.07,24119174
127.98,129.1,127.67,128.35,15111838,0,1,127.98,129.1,127.67,128.35,15111838
126.89,128.8,126.89,127.77,15720388,0,1,126.89,128.8,126.89,127.77,15720388
128.03,128.35,126.66,127.21,18016152,0,1,128.03,128.35,126.66,127.21,18016152
125.96,128.76,125.75,128.69,21252752,0,1,125.96,128.76,125.75,128.69,21252752
129.71,129.949,127.1,127.1,27100679,0,1,129.71,129.949,127.1,127.1,27100679
130.92,131.08,129.81,130.27,15676595,0,1,130.92,131.08,129.81,130.27,15676595
130.04,131.98,129.95,131.05,27990796,0,1,130.04,131.98,129.95,131.05,27990796
126.67,129.94,126.47,129.73,26278407,0,1,126.67,129.94,126.47,129.73,26278407
126.85,126.86,126,126.51,12118773,0,1,126.85,126.86,126,126.51,12118773
126.38,126.63,125.6,126.17,13536125,0,1,126.38,126.63,125.6,126.17,13536125
125.6,126.22,125.1,126.12,14200636,0,1,125.6,126.22,125.1,126.12,14200636
126.6,126.6,125.15,125.84,17804286,0,1,126.6,126.6,125.15,125.84,17804286
124.35,126.73,124.35,126.54,15925900,0,1,124.35,126.73,124.35,126.54,15925900
124.05,125.19,123.91,124.96,17504825,0,1,124.05,125.19,123.91,124.96,17504825
123.12,124.37,123.1,123.89,10730811,0,1,123.12,124.37,123.1,123.89,10730811
124.47,124.69,123.09,123.48,12243719,0,1,124.47,124.69,123.09,123.48,12243719
124.51,125.09,124.25,124.37,13309452,0,1,124.51,125.09,124.25,124.37,13309452
123.33,124.83,123.11,124.15,14386361,0,1,123.33,124.83,123.11,124.15,14386361
123.6,124.157,123.28,123.56,11688265,0,1,123.6,124.157,123.28,123.56,11688265
124.01,124.26,123.64,123.91,12400816,0,1,124.01,124.26,123.64,123.91,12400816
123.66,124.38,122.85,124.37,13794179,0,1,123.66,124.38,122.85,124.37,13794179
123.5,123.92,122.78,123.3,14222410,0,1,123.5,123.92,122.78,123.3,14222410
124.91,124.92,123.7,123.9,19295130,0,1,124.91,124.92,123.7,123.9,19295130
124.7,125,124.18,124.88,12158955,0,1,124.7,125,124.18,124.88,12158955
125.2,125.38,124.75,124.9,11729519,0,1,125.2,125.38,124.75,124.9,11729519
125.07,125.48,124.54,124.88,10670148,0,1,125.07,125.48,124.54,124.88,10670148
125.34,126.09,124.53,125.06,19620967,0,1,125.34,126.09,124.53,125.06,19620967
125.25,125.45,124.55,125.26,15233929,0,1,125.25,125.45,124.55,125.26,15233929
124.98,125.835,124.6184,125.15,20184035,0,1,124.98,125.835,124.6184,125.15,20184035
122.94,124.79,122.51,124.36,21065974,0,1,122.94,124.79,122.51,124.36,21065974
123.09,123.92,122.31,122.51,18525332,0,1,123.09,123.92,122.31,122.51,18525332
124.06,124.8,122.07,123.09,23968414,0,1,124.06,124.8,122.07,123.09,23968414
123.85,124.58,122.86,124.31,25006850,0,1,123.85,124.58,122.86,124.31,25006850
124.65,125.84,123.71,123.94,35058803,0,1,124.65,125.84,123.71,123.94,35058803
127.52,128.33,123.63,125,78955758,0,1,127.52,128.33,123.63,125,78955758
122.42,125,121.51,123.34,52654239,0,1,122.42,125,121.51,123.34,52654239
122,122.07,120.75,121.22,17611964,0,1,122,122.07,120.75,121.22,17611964
121.39,121.85,117.78,121.63,18487449,0,1,121.39,121.85,117.78,121.63,18487449
119.9,121.01,119.31,121,18422410,0,1,119.9,121.01,119.31,121,18422410
121.92,122.1,120.25,120.61,17801663,0,1,121.92,122.1,120.25,120.61,17801663
121.25,122.2,120.56,121.92,20046452,0,1,121.25,122.2,120.56,121.92,20046452
118.99,120.85,118.66,120.61,21541292,0,1,118.99,120.85,118.66,120.61,21541292
117.32,119.61,116.89,119.37,20868367,0,1,117.32,119.61,116.89,119.37,20868367
117.74,118.28,116.58,116.86,16645964,0,1,117.74,118.28,116.58,116.86,16645964
117.5,117.64,116.7,117.29,14579736,0,1,117.5,117.64,116.7,117.29,14579736
118.39,118.4,116.68,116.78,16207662,0,1,118.39,118.4,116.68,116.78,16207662
118.63,118.72,117.57,117.93,15217700,0,1,118.63,118.72,117.57,117.93,15217700
117.71,118.7,117.5,117.87,17711570,0,1,117.71,118.7,117.5,117.87,17711570
116.43,117.5,115.85,117.24,18142597,0,1,116.43,117.5,115.85,117.24,18142597
116.63,116.97,115.36,115.85,16630201,0,1,116.63,116.97,115.36,115.85,16630201
113.36,116.79,112.97,116.7,24337586,0,1,113.36,116.79,112.97,116.7,24337586
113.94,114.11,112.97,114,14207037,0,1,113.94,114.11,112.97,114,14207037
114.2,115.13,113.81,114.19,14980023,0,1,114.2,115.13,113.81,114.19,14980023
114.67,115.18,113.67,114.28,23192716,0,1,114.67,115.18,113.67,114.28,23192716
113.37,114.25,113.04,114.16,20968273,0,1,113.37,114.25,113.04,114.16,20968273
110.63,112.75,110.55,112.7,26813842,0,1,110.63,112.75,110.55,112.7,26813842
111.57,111.57,108.23,108.97,36409606,0,1,111.57,111.57,108.23,108.97,36409606
111.01,113.68,111,112.08,40643130,0,1,111.01,113.68,111,112.08,40643130
114.37,115.09,113.54,115.08,16176895,0,1,114.37,115.09,113.54,115.08,16176895
114.65,114.74,113.61,113.91,14846329,0,1,114.65,114.74,113.61,113.91,14846329
114.12,115.2142,113.97,114.38,19166269,0,1,114.12,115.2142,113.97,114.38,19166269
113.77,114.72,112.75,113.37,20785390,0,1,113.77,114.72,112.75,113.37,20785390
114.42,114.43,112.56,113.02,24644308,0,1,114.42,114.43,112.56,113.02,24644308
113.87,114.5,112.94,114.39,19236255,0,1,113.87,114.5,112.94,114.39,19236255
115.3,115.44,114.07,114.6,19819432,0,1,115.3,115.44,114.07,114.6,19819432
114.07,114.95,113.58,114.94,17618479,0,1,114.07,114.95,113.58,114.94,17618479
115,115.48,113.31,113.95,31718239,0,1,115,115.48,113.31,113.95,31718239
117.54,118.11,116.26,116.62,18510826,0,1,117.54,118.11,116.26,116.62,18510826
118.13,118.68,117.71,118.56,13859240,0,1,118.13,118.68,117.71,118.56,13859240
117.76,118.6,117.27,118.39,14505596,0,1,117.76,118.6,117.27,118.39,14505596
119.24,119.3,117.67,117.76,17103023,0,1,119.24,119.3,117.67,117.76,17103023
118.62,119.43,118.36,118.79,12744676,0,1,118.62,119.43,118.36,118.79,12744676
118.975,118.98,117.86,118.47,14135114,0,1,118.975,118.98,117.86,118.47,14135114
118.69,135.6,118.22,118.93,13228310,0,1,118.69,135.6,118.22,118.93,13228310
118.5,119.08,117.82,118.78,15029494,0,1,118.5,119.08,117.82,118.78,15029494
119.46,120.1,118.121,118.81,23547597,0,1,119.46,120.1,118.121,118.81,23547597
119.56,119.85,119.01,119.38,13493563,0,1,119.56,119.85,119.01,119.38,13493563
118.24,119.7601,117.92,119.47,18481340,0,1,118.24,119.7601,117.92,119.47,18481340
118.13,118.665,117.38,117.89,20035494,0,1,118.13,118.665,117.38,117.89,20035494
116.24,117.73,116.12,117.7,20183627,0,1,116.24,117.73,116.12,117.7,20183627
117.42,117.6,115.94,115.97,20441004,0,1,117.42,117.6,115.94,115.97,20441004
116.96,117.99,116.95,117.35,18944831,0,1,116.96,117.99,116.95,117.35,18944831
117.05,117.49,115.88,116.81,20544109,0,1,117.05,117.49,115.88,116.81,20544109
116.8,118.27,116.73,117.65,21642299,0,1,116.8,118.27,116.73,117.65,21642299
118.82,119.01,117.2,117.35,21328648,0,1,118.82,119.01,117.2,117.35,21328648
119.38,119.61,117.35,118.67,31247834,0,1,119.38,119.61,117.35,118.67,31247834
120.38,120.64,119.68,119.81,18124286,0,1,120.38,120.64,119.68,119.81,18124286
119.98,120.84,118.9,120.28,22035465,0,1,119.98,120.84,118.9,120.28,22035465
120.41,121.08,119.42,119.52,22038396,0,1,120.41,121.08,119.42,119.52,22038396
119.62,120.5,114.8,120.5,23220046,0,1,119.62,120.5,114.8,120.5,23220046
119.54,120.28,118.9,119.24,21138059,0,1,119.54,120.28,118.9,119.24,21138059
117.16,119.637,117.1127,119.49,26395568,0,1,117.16,119.637,117.1127,119.49,26395568
118.04,118.98,117.25,117.81,22056749,0,1,118.04,118.98,117.25,117.81,22056749
116.61,118.3,116.57,118.06,23448440,0,1,116.61,118.3,116.57,118.06,23448440
117.52,118.16,117.02,117.43,24117463,0,1,117.52,118.16,117.02,117.43,24117463
117.83,118.73,116.57,118.57,28095168,0,1,117.83,118.73,116.57,118.57,28095168
116.82,117.84,115.84,117.58,37140594,0,1,116.82,117.84,115.84,117.58,37140594
119.575,120.79,116.23,116.73,87110080,0,1,119.575,120.79,116.23,116.73,87110080
107.94,108.94,106.31,108.89,52213107,0,1,107.94,108.94,106.31,108.89,52213107
110.49,110.5,108.15,108.76,22521534,0,1,110.49,110.5,108.15,108.76,22521534
109.87,110.67,109.07,110.1,21017895,0,1,109.87,110.67,109.07,110.1,21017895
111.21,111.75,109.01,110.56,38458201,0,1,111.21,111.75,109.01,110.56,38458201
112.55,114.04,112.31,113.44,20875230,0,1,112.55,114.04,112.31,113.44,20875230
112.43,113.27,111.56,112.42,21027901,0,1,112.43,113.27,111.56,112.42,21027901
111.1,112.45,109.16,112.29,30210455,0,1,111.1,112.45,109.16,112.29,30210455
109.74,110.81,109.2,110.45,21167199,0,1,109.74,110.81,109.2,110.45,21167199
110.79,110.97,109.2,109.64,20922803,0,1,110.79,110.97,109.2,109.64,20922803
110.62,112.04,110.26,110.84,28473322,0,1,110.62,112.04,110.26,110.84,28473322
112.23,112.65,106.52,110.51,88227393,0,1,112.23,112.65,106.52,110.51,88227393
109.34,111.1645,108.99,110.61,26248081,0,1,109.34,111.1645,108.99,110.61,26248081
110.7,110.91,108.77,108.99,39762304,0,1,110.7,110.91,108.77,108.99,39762304
114.25,114.33,109.9,110.63,48497808,0,1,114.25,114.33,109.9,110.63,48497808
113.79,114.89,113.0663,113.64,20714537,0,1,113.79,114.89,113.0663,113.64,20714537
112.47,113.81,112.42,113.71,20814640,0,1,112.47,113.81,112.42,113.71,20814640
112.11,113.32,111.9,112.22,22962365,0,1,112.11,113.32,111.9,112.22,22962365
114.07,114.55,111.61,112.55,48487913,0,1,114.07,114.55,111.61,112.55,48487913
113.75,116.17,113.35,116.06,24760504,0,1,113.75,116.17,113.35,116.06,24760504
114.7,115.01,113.7682,114.1,21207526,0,1,114.7,115.01,113.7682,114.1,21207526
116.73,116.99,114.355,114.7,33235184,0,1,116.73,116.99,114.355,114.7,33235184
113.83,116.32,113.64,116.14,29825340,0,1,113.83,116.32,113.64,116.14,29825340
113.32,114.5889,112.95,113.69,21351751,0,1,113.32,114.5889,112.95,113.69,21351751
112.13,113.09,111.68,113.05,17839119,0,1,112.13,113.09,111.68,113.05,17839119
112.01,113.19,112,112.54,18561974,0,1,112.01,113.19,112,112.54,18561974
111.36,112.88,111.17,112.25,19001076,0,1,111.36,112.88,111.17,112.25,19001076
111.66,112.37,111.03,111.85,18447974,0,1,111.66,112.37,111.03,111.85,18447974
111.56,112.42,110.27,111.45,36256877,0,1,111.56,112.42,110.27,111.45,36256877
112.15,112.69,110.73,111.02,24241247,0,1,112.15,112.69,110.73,111.02,24241247
110.49,112.5,110.1,112.18,24744778,0,1,110.49,112.5,110.1,112.18,24744778
109.11,110.83,108.84,110.67,17618460,0,1,109.11,110.83,108.84,110.67,17618460
109.28,110.33,108.77,109.89,17249365,0,1,109.28,110.33,108.77,109.89,17249365
108.48,109.42,107.92,109.41,20697553,0,1,108.48,109.42,107.92,109.41,20697553
107.91,108.66,105.7699,107.32,24854284,0,1,107.91,108.66,105.7699,107.32,24854284
106.7,107.51,105.49,107.51,20493305,0,1,106.7,107.51,105.49,107.51,20493305
104.78,107.37,104.4,105.93,25204666,0,1,104.78,107.37,104.4,105.93,25204666
108.07,108.07,104.72,105.73,31534055,0,1,108.07,108.07,104.72,105.73,31534055
110.05,110.05,107.93,108.39,24938858,0,1,110.05,110.05,107.93,108.39,24938858
110.25,110.3,108.54,109.58,21353092,0,1,110.25,110.3,108.54,109.58,21353092
109.68,110.55,108.77,109.95,25670170,0,1,109.68,110.55,108.77,109.95,25670170
107.83,109.82,107.6,109.82,26817309,0,1,107.83,109.82,107.6,109.82,26817309
107.6,108.9101,106.75,106.92,32778992,0,1,107.6,108.9101,106.75,106.92,32778992
108.7,109.45,107.16,107.92,26686193,0,1,108.7,109.45,107.16,107.92,26686193
107.11,108.07,105.61,108.07,29906278,0,1,107.11,108.07,105.61,108.07,29906278
104.21,106.95,102.74,106.88,34412437,0,1,104.21,106.95,102.74,106.88,34412437
106.85,107.47,105.12,105.46,25319315,0,1,106.85,107.47,105.12,105.46,25319315
105.49,108.25,105.34,107.16,35709714,0,1,105.49,108.25,105.34,107.16,35709714
102.55,105.02,102.06,104.57,32404516,0,1,102.55,105.02,102.06,104.57,32404516
105.8,106,103.03,103.47,29593508,0,1,105.8,106,103.03,103.47,29593508
101.94,105.72,100.4,105.2,44073369,0,1,101.94,105.72,100.4,105.2,44073369
103.8,103.93,100.24,101.61,45687224,0,1,103.8,103.93,100.24,101.61,45687224
103.74,104.24,101.09,102.01,36176760,0,1,103.74,104.24,101.09,102.01,36176760
99.6,105.11,98.88,101.91,43670634,0,1,99.6,105.11,98.88,101.91,43670634
101.55,103.25,100.24,101,45179370,0,1,101.55,103.25,100.24,101,45179370
97.14,102.4,96.82,99.54,62709018,0,1,97.14,102.4,96.82,99.54,62709018
100.41,102.68,97.46,99.75,71229746,0,1,100.41,102.68,97.46,99.75,71229746
109.51,109.58,103.18,104.07,76894741,0,1,109.51,109.58,103.18,104.07,76894741
111.8,111.94,109.25,110.49,38890199,0,1,111.8,111.94,109.25,110.49,38890199
115.27,115.3407,109.75,112.69,56919324,0,1,115.27,115.3407,109.75,112.69,56919324
114.8,117.59,113.2,114.61,59778571,0,1,114.8,117.59,113.2,114.61,59778571
112.27,115.72,112.01,115.09,46132726,0,1,112.27,115.72,112.01,115.09,46132726
108.99,112.84,108.84,112.21,62739548,0,1,108.99,112.84,108.84,112.21,62739548
107.2,110.34,104.81,109.11,107475327,0,1,107.2,110.34,104.81,109.11,107475327
97.79,97.85,94.23,94.45,58699359,0,1,97.79,97.85,94.23,94.45,58699359
97.76,97.88,95.66,97.34,26877080,0,1,97.76,97.88,95.66,97.34,26877080
98.72,99.48,96.93,97.01,32482015,0,1,98.72,99.48,96.93,97.01,32482015
96.41,98.07,95.49,97.94,30495387,0,1,96.41,98.07,95.49,97.94,30495387
94.91,95.99,92.62,94.16,30518939,0,1,94.91,95.99,92.62,94.16,30518939
92.83,95,89.37,94.35,59051429,0,1,92.83,95,89.37,94.35,59051429
96.53,97.42,93.92,95.26,30998256,0,1,96.53,97.42,93.92,95.26,30998256
93.98,96.38,93.54,94.97,46132781,0,1,93.98,96.38,93.54,94.97,46132781
95.85,98.87,92.45,98.37,48658623,0,1,95.85,98.87,92.45,98.37,48658623
100.58,100.58,95.21,95.44,33410553,0,1,100.58,100.58,95.21,95.44,33410553
99,99.96,97.55,99.37,28395390,0,1,99,99.96,97.55,99.37,28395390
97.91,98.6,95.39,97.51,29932385,0,1,97.91,98.6,95.39,97.51,29932385
99.88,100.5,97.0311,97.33,35402298,0,1,99.88,100.5,97.0311,97.33,35402298
100.5,101.43,97.3,97.92,45172906,0,1,100.5,101.43,97.3,97.92,45172906
101.13,103.77,100.9,102.97,25096183,0,1,101.13,103.77,100.9,102.97,25096183
102.89,103.7099,101.665,102.73,23258238,0,1,102.89,103.7099,101.665,102.73,23258238
101.95,102.24,99.75,102.22,37912403,0,1,101.95,102.24,99.75,102.22,37912403
106,106.17,104.62,104.66,18391064,0,1,106,106.17,104.62,104.66,18391064
107,107.25,106.06,106.22,13115007,0,1,107,107.25,106.06,106.22,13115007
106.42,107.74,106.25,107.26,17179901,0,1,106.42,107.74,106.25,107.26,17179901
105.02,105.98,104.53,105.93,13069733,0,1,105.02,105.98,104.53,105.93,13069733
104.74,105.32,104.5,105.02,6512134,0,1,104.74,105.32,104.5,105.02,6512134
105.89,106.11,103.86,104.63,19599673,0,1,105.89,106.11,103.86,104.63,19599673
105.22,105.6601,104.81,105.51,14597122,0,1,105.22,105.6601,104.81,105.51,14597122
104.91,105.15,103.6,104.77,16138786,0,1,104.91,105.15,103.6,104.77,16138786
106.08,106.59,103.97,104.04,35994199,0,1,106.08,106.59,103.97,104.04,35994199
107.49,107.75,106.13,106.22,21675686,0,1,107.49,107.75,106.13,106.22,21675686
105.37,107.09,104.19,106.79,22680547,0,1,105.37,107.09,104.19,106.79,22680547
105.3,105.8,104.28,104.55,21764331,0,1,105.3,105.8,104.28,104.55,21764331
102.285,104.74,101.46,104.66,24813496,0,1,102.285,104.74,101.46,104.66,24813496
104.15,104.34,101.91,102.12,26427727,0,1,104.15,104.34,101.91,102.12,26427727
105.05,106.4,104.41,105.42,17454312,0,1,105.05,106.4,104.41,105.42,17454312
106.18,106.44,103.55,104.6,23517268,0,1,106.18,106.44,103.55,104.6,23517268
104,106.91,103.95,106.49,20401791,0,1,104,106.91,103.95,106.49,20401791
106.48,106.83,104.66,105.61,15474890,0,1,106.48,106.83,104.66,105.61,15474890
104.81,107.73,104.11,106.18,21224721,0,1,104.81,107.73,104.11,106.18,21224721
106.27,106.85,103.35,104.38,23236485,0,1,106.27,106.85,103.35,104.38,23236485
107,107.92,105.79,106.07,24429063,0,1,107,107.92,105.79,106.07,24429063
104.83,107.15,104.5,107.12,22781868,0,1,104.83,107.15,104.5,107.12,22781868
105.84,106.0999,103.75,104.24,20383179,0,1,105.84,106.0999,103.75,104.24,20383179
105.78,105.96,104.86,105.45,5913066,0,1,105.78,105.96,104.86,105.45,5913066
106.33,106.6,105.1,105.41,15150785,0,1,106.33,106.6,105.1,105.41,15150785
106,106.49,104.39,105.74,23577293,0,1,106,106.49,104.39,105.74,23577293
107.19,107.468,106.08,106.95,19897220,0,1,107.19,107.468,106.08,106.95,19897220
106.84,107.87,106.62,107.32,22129648,0,1,106.84,107.87,106.62,107.32,22129648
107.36,107.73,105.95,106.26,25520599,0,1,107.36,107.73,105.95,106.26,25520599
105.8,107.88,105.39,107.77,23836526,0,1,105.8,107.88,105.39,107.77,23836526
104.62,106.2,104.14,105.13,26774146,0,1,104.62,106.2,104.14,105.13,26774146
103.32,104.17,100.47,104.04,49309167,0,1,103.32,104.17,100.47,104.04,49309167
107.71,108.25,103.83,103.95,30278403,0,1,107.71,108.25,103.83,103.95,30278403
108.48,109.39,108,108.02,20924674,0,1,108.48,109.39,108,108.02,20924674
108.27,109.87,107.11,109.01,25057099,0,1,108.27,109.87,107.11,109.01,25057099
105.96,108.15,105.24,107.91,25031681,0,1,105.96,108.15,105.24,107.91,25031681
107,108.25,105.86,106.49,26383540,0,1,107,108.25,105.86,106.49,26383540
108.04,108.74,105.91,107.095,35084342,0,1,108.04,108.74,105.91,107.095,35084342
108.8,110.65,107.95,108.76,63232861,0,1,108.8,110.65,107.95,108.76,63232861
103.19,104.14,102.48,103.94,43469308,0,1,103.19,104.14,102.48,103.94,43469308
103.22,103.65,102.4,102.58,21242341,0,1,103.22,103.65,102.4,102.58,21242341
102.46,103.47,101.18,103.31,24003944,0,1,102.46,103.47,101.18,103.31,24003944
104.51,104.72,101.65,101.97,33487104,0,1,104.51,104.72,101.65,101.97,33487104
103.96,105.12,103.52,104.88,20316691,0,1,103.96,105.12,103.52,104.88,20316691
103.9,104.48,102.92,104.2,24081515,0,1,103.9,104.48,102.92,104.2,24081515
102.94,104.1,102.4,103.7,23795472,0,1,102.94,104.1,102.4,103.7,23795472
102.2,103.81,101.55,103.77,25961212,0,1,102.2,103.81,101.55,103.77,25961212
101.91,102.85,100.16,102.19,42809661,0,1,101.91,102.85,100.16,102.19,42809661
97.79,99.73,97.55,99.67,26392075,0,1,97.79,99.73,97.55,99.67,26392075
97.37,98.18,96.47,97.11,22003730,0,1,97.37,98.18,96.47,97.11,22003730
98.73,99.59,96.56,97,30881777,0,1,98.73,99.59,96.56,97,30881777
97.18,98.57,96.92,98.47,23729924,0,1,97.18,98.57,96.92,98.47,23729924
96.18,97.59,95.35,97.54,25412856,0,1,96.18,97.59,95.35,97.54,25412856
94.99,96.3,94.9,95.96,27557516,0,1,94.99,96.3,94.9,95.96,27557516
94.08,95.2,93.61,94.07,19253351,0,1,94.08,95.2,93.61,94.07,19253351
93.66,95.37,93.55,94.12,19480347,0,1,93.66,95.37,93.55,94.12,19480347
93.32,94.6,92.67,94.26,18449562,0,1,93.32,94.6,92.67,94.26,18449562
92.9,93.74,92.239,93.24,20012911,0,1,92.9,93.74,92.239,93.24,20012911
91.89,93.22,90.47,92.47,27290523,0,1,91.89,93.22,90.47,92.47,27290523
93.11,93.66,91.37,92.4,24129277,0,1,93.11,93.66,91.37,92.4,24129277
94.08,94.17,92.34,92.8,22488275,0,1,94.08,94.17,92.34,92.8,22488275
92.94,94.27,92.66,94.01,27292517,0,1,92.94,94.27,92.66,94.01,27292517
88.9,92.2,88.37,92.07,37881652,0,1,88.9,92.2,88.37,92.07,37881652
90.05,90.95,88.36,90.95,29283652,0,1,90.05,90.95,88.36,90.95,29283652
88.44,90.02,88.01,89.73,35159225,0,1,88.44,90.02,88.01,89.73,35159225
89.1,90.06,85.72,86.67,42281838,0,1,89.1,90.06,85.72,86.67,42281838
92.08,92.29,88.18,89.21,40914897,0,1,92.08,92.29,88.18,89.21,40914897
95.79,95.85,92.06,92.77,28961622,0,1,95.79,95.85,92.06,92.77,28961622
93.06,94.765,92.24,94.41,29105964,0,1,93.06,94.765,92.24,94.41,29105964
93.4,94.32,92.8,93.97,21701427,0,1,93.4,94.32,92.8,93.97,21701427
93.77,94.68,91.92,92.96,36888893,0,1,93.77,94.68,91.92,92.96,36888893
94.62,96.49,94.52,95.55,28789973,0,1,94.62,96.49,94.52,95.55,28789973
