# Data is copyright of Lavanya Gupta @ https://www.kaggle.com/lava18/google-play-store-apps,,,,,,,,,,,,
App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
CJ Wilson's ZoomZoomnation,PRODUCTIVITY,4,4,8.2M,500+,Free,0,Everyone,Productivity,11-Jul-18,3.5.3,4.0.3 and up
C J Academy,FAMILY,NaN,0,5.2M,10+,Free,0,Everyone,Education,2-Apr-18,1,4.4 and up
Grand Gangsters 3D,GAME,4.2,401643,Varies with device,"10,000,000+",Free,0,Teen,Action,18-Jul-18,Varies with device,Varies with device
Sir C J New Primary School,FAMILY,5,3,9.2M,100+,Free,0,Everyone,Education,25-Jul-18,1.0.10,4.0 and up
Gang Wars of San Andreas,GAME,4.1,9898,63M,"1,000,000+",Free,0,Mature 17+,Action,15-Feb-18,Varies with device,4.0.3 and up
CJ the REALTOR,BUSINESS,5,1,4.2M,10+,Free,0,Everyone,Business,31-May-17,1.0.8,4.0.3 and up
CJ Infinity,FOOD_AND_DRINK,NaN,0,16M,10+,Free,0,Everyone,Food & Drink,5-Jan-18,1.1,4.1 and up
CJmall,SHOPPING,3.7,18253,10M,"10,000,000+",Free,0,Everyone,Shopping,6-Aug-18,6.3.8,4.1 and up
CJ IT ApS,BUSINESS,NaN,0,18M,10+,Free,0,Everyone,Business,2-Jul-15,1.31.62.109,4.0 and up
CJ Auto école,FAMILY,NaN,0,12M,50+,Free,0,Everyone,Education,24-Jun-14,1,2.2 and up
Sin City Hero : Crime Simulator of Vegas,GAME,4.1,3371,78M,"100,000+",Free,0,Teen,Action,8-Sep-17,1.1,4.0.3 and up
Courier Journal,NEWS_AND_MAGAZINES,3.5,254,38M,"10,000+",Free,0,Everyone 10+,News & Magazines,20-Jun-18,5.9.5,5.0 and up
FANDOM for: GTA,FAMILY,3.9,39038,9.5M,"5,000,000+",Free,0,Mature 17+,Entertainment,6-Jun-18,2.9.8,4.4 and up
San Andreas Crime City Gangster 3D,FAMILY,4.2,9403,Varies with device,"1,000,000+",Free,0,Teen,Simulation,3-Jul-18,Varies with device,4.1 and up
Zombie Death Shooter,GAME,3.8,17372,45M,"1,000,000+",Free,0,Mature 17+,Arcade,8-Aug-15,1.3,2.3 and up
Project Grand Auto Town Sandbox Beta,GAME,3.7,7885,28M,"500,000+",Free,0,Mature 17+,Racing,9-Feb-18,1.07,4.0 and up
Credit Karma,FINANCE,4.7,706618,Varies with device,"10,000,000+",Free,0,Everyone,Finance,31-Jul-18,Varies with device,Varies with device
Company Kitchen,LIFESTYLE,2.8,81,7.7M,"10,000+",Free,0,Everyone,Lifestyle,6-Mar-18,2.0.0 (18.03.01),2.3.3 and up
Calvin Klein – US Store,SHOPPING,4.7,221,9.5M,"50,000+",Free,0,Teen,Shopping,1-Aug-17,3.6.0,4.1 and up
CK FFXIV Companion,FAMILY,4.3,1364,5.2M,"100,000+",Free,0,Everyone,Entertainment,12-Jul-18,4.3.5,2.3 and up
Can Knockdown,FAMILY,4.1,155649,38M,"10,000,000+",Free,0,Everyone,Casual,11-Jul-18,1.38,4.1 and up
Calvin Klein Petite Dresses,BEAUTY,NaN,0,3.7M,500+,Free,0,Everyone,Beauty,23-Mar-18,1,4.1 and up
Louis CK,FAMILY,4.7,244,25M,"10,000+",Free,0,Mature 17+,Entertainment,11-Oct-17,1.2.0,4.1 and up
CK-12: Practice Math & Science,FAMILY,4.2,562,20M,"50,000+",Free,0,Everyone,Education;Education,21-Dec-17,3.8.0.251918,4.1 and up
,,,,,,,,,,,,
CK Eorzea Timepiece,PERSONALIZATION,3.2,8,5.3M,100+,Free,0,Everyone,Personalization,5-Jun-15,1.1,4.3 and up
F*ck This Game,GAME,4.6,8,6.3M,100+,Paid,$0.99 ,Teen,Action,18-Jul-15,1.0.0,2.3 and up
211:CK,GAME,5,8,38M,10+,Paid,$0.99 ,Teen,Arcade,11-Apr-18,1.3,4.1 and up
CONTRACT KILLER: ZOMBIES (NR),GAME,4.4,206602,13M,"5,000,000+",Free,0,Mature 17+,Action,1-Jul-13,3.1.0,2.1 and up
ck-modelcars Shop,SHOPPING,4.5,118,6.4M,"5,000+",Free,0,Everyone,Shopping,15-Jun-18,5.29.0,5.0 and up
Brainf*ck Interpreter,FAMILY,4,24,1.9M,"1,000+",Free,0,Mature 17+,Entertainment,3-Sep-16,1.0.6,2.3 and up
ck-modelcars-UK Shop,SHOPPING,4.6,69,6.4M,"5,000+",Free,0,Everyone,Shopping,15-Jun-18,5.29.0,5.0 and up
CK Multimedia - Gaming Accessories,SHOPPING,4.7,10,2.0M,500+,Free,0,Everyone,Shopping,3-Feb-17,1.5,3.0 and up
CK SKILLZ,HEALTH_AND_FITNESS,NaN,0,8.6M,50+,Free,0,Everyone,Health & Fitness,15-May-18,1.1.7,4.1 and up
CK-12 Physics Simulations,FAMILY,4.1,30,24M,"5,000+",Free,0,Everyone,Education;Education,18-Apr-18,1.0.7,4.1 and up
CKZ ORIGINS,GAME,4.5,219821,10M,"1,000,000+",Free,0,Mature 17+,Action,28-Oct-13,2.0.1,2.1 and up
211:CK Lite,GAME,4.3,3,39M,10+,Free,0,Mature 17+,Action,22-Sep-17,1,4.1 and up
CK Life,HEALTH_AND_FITNESS,NaN,3,60M,100+,Free,0,Teen,Health & Fitness,2-Aug-18,2.0.0,4.4 and up
USMLE Step 2 CK Flashcards,FAMILY,5,1,40M,10+,Paid,$19.99 ,Everyone,Education,26-May-14,2.47,2.2 and up
CK Employee Portal,BUSINESS,5,7,15M,"1,000+",Free,0,Everyone,Business,5-Jan-17,1.0.1,4.1 and up
,,,,,,,,,,,,
USMLE Step 2 CK Cards Lite,FAMILY,4,28,1.5M,"5,000+",Free,0,Everyone,Education,20-May-14,2.46,2.2 and up
Company Kitchen Inventory,BUSINESS,NaN,3,2.3M,"1,000+",Free,0,Everyone,Business,16-Jul-15,2.38,4.0 and up
Tic Tac CK,FAMILY,5,3,13M,10+,Free,0,Everyone,Puzzle,3-Jul-18,1,4.0.3 and up
CK Pharmacies,HEALTH_AND_FITNESS,2.7,3,9.4M,100+,Free,0,Everyone 10+,Health & Fitness,28-Jun-18,7.4.8,4.0.3 and up
INFAMY RO,FAMILY,4.1,2167,3.7M,"50,000+",Free,0,Everyone,Role Playing,14-Dec-17,202,4.3 and up
CK Call NEW,COMMUNICATION,NaN,0,4.2M,10+,Free,0,Everyone,Communication,26-Apr-17,3.8.8,2.2 and up
Ck Coif,LIFESTYLE,NaN,0,22M,10+,Free,0,Everyone,Lifestyle,30-Apr-16,1,2.3 and up
CONTRACT KILLER: ZOMBIES,GAME,4.4,144545,13M,"5,000,000+",Free,0,Teen,Action,1-Dec-11,1.1.0,2.1 and up
CK Shop,TOOLS,NaN,13,8.1M,"1,000+",Free,0,Everyone,Tools,9-May-18,1.1,5.0 and up
FlexBook,FAMILY,4.3,104,12M,"10,000+",Free,0,Everyone,Education;Education,21-May-18,1.0.6,4.1 and up
Can Knockdown 3,GAME,4.1,349503,19M,"10,000,000+",Free,0,Everyone,Arcade,26-Aug-15,1.31,4.0 and up
Fu*** Weather (Funny Weather),WEATHER,4.7,20001,Varies with device,"1,000,000+",Free,0,Mature 17+,Weather,26-Jul-18,Varies with device,Varies with device
OB-GYN USMLE Stp2 CK 300 Q & A,MEDICAL,4.4,34,4.9M,"10,000+",Free,0,Everyone,Medical,16-May-15,1.2,2.0 and up
CK Active,HEALTH_AND_FITNESS,NaN,0,9.7M,10+,Free,0,Everyone,Health & Fitness,27-Feb-18,3.0.6,4.0 and up
USMLE CK Clinical Knowledge Flashcards 2018 Ed,FAMILY,NaN,0,3.6M,5+,Free,0,Everyone,Education,21-Jun-18,1,4.0.3 and up
Night Camera Blur Effect,PHOTOGRAPHY,3.6,100,2.5M,"10,000+",Free,0,Everyone,Photography,5-Aug-18,4.2,4.2 and up
Camera V7 24 Megapixel,PHOTOGRAPHY,4,2480,2.5M,"100,000+",Free,0,Everyone,Photography,1-Aug-18,4,4.1 and up
CL Mobile Pro - Classifieds for Craigslist,SHOPPING,4.1,1288,18M,"100,000+",Free,0,Mature 17+,Shopping,9-Jul-18,48,4.1 and up
cloudLibrary,BOOKS_AND_REFERENCE,4,10774,35M,"100,000+",Free,0,Everyone,Books & Reference,28-Jun-18,3.8.10,4.1 and up
"CL Reader for Craigslist(For sale, jobs, rental..)",TOOLS,4.1,61,6.3M,"1,000+",Free,0,Everyone,Tools,14-Sep-17,1.9,4.1 and up
CL Pro App for Craigslist,SHOPPING,4,119,1.3M,"10,000+",Free,0,Everyone,Shopping,1-Jul-17,CL Pro for Craigslist - Canada 150,4.0 and up
Castle Clash: Heroes of the Empire US,FAMILY,4.6,4578890,24M,"50,000,000+",Free,0,Everyone 10+,Strategy,17-Jul-18,1.4.51,4.1 and up
CL 2NE1 Wallpaper KPOP Fans HD,PERSONALIZATION,NaN,7,3.4M,100+,Free,0,Everyone,Personalization,19-May-18,1.1.1,4.0 and up
CL 2ne1 Wallpaper KPOP HD Best,PERSONALIZATION,NaN,3,3.4M,10+,Free,0,Everyone,Personalization,9-Jul-18,1.1.1,4.0 and up
FREE CHATS C.L.,COMMUNICATION,NaN,4,3.4M,10+,Paid,$0.99 ,Mature 17+,Communication,12-Feb-18,11,4.0.3 and up
CL 2ne1 Wallpaper KPOP UHD Fans,PERSONALIZATION,NaN,1,3.4M,10+,Free,0,Everyone,Personalization,15-Jul-18,1.1.1,4.0 and up
CL REPL,TOOLS,5,47,17M,"1,000+",Free,0,Everyone,Tools,10-Apr-18,1.0.19,4.1 and up
CL Pro Client for Craigslist,SHOPPING,3.6,48,2.2M,"5,000+",Free,0,Everyone,Shopping,10-Sep-16,Bowser4Craigslist,4.0 and up
DAILY: Free Classifieds App for Android,LIFESTYLE,4.1,5025,Varies with device,"500,000+",Free,0,Mature 17+,Lifestyle,2-Aug-18,Varies with device,Varies with device
App for Craigslist Pro - Buy & Sell Postings,LIFESTYLE,4.3,707,5.0M,"100,000+",Free,0,Everyone,Lifestyle,9-May-18,App copyright,4.1 and up
Pro App for Craigslist,SHOPPING,4.1,5618,4.6M,"500,000+",Free,0,Teen,Shopping,9-May-18,Copyright,4.1 and up
Car Search For Craigslist CL Free,AUTO_AND_VEHICLES,2.6,5,9.0M,"1,000+",Free,0,Everyone,Auto & Vehicles,8-May-18,1.0.0,2.3.3 and up
CL Clock,BUSINESS,2.7,7,1.3M,"1,000+",Free,0,Everyone,Business,22-Jul-16,1,5.0 and up
Old: CL-150,FAMILY,3.8,120,24M,"10,000+",Free,0,Everyone,Education,21-May-18,1.1.7,4.0.3 and up
CL Keyboard - Myanmar Keyboard (No Ads),TOOLS,5,24,3.2M,"5,000+",Free,0,Everyone,Tools,13-Jun-18,1.1.3,4.3 and up
Clash of Kings : The King Of Fighters version,FAMILY,4.2,2233681,97M,"50,000,000+",Free,0,Teen,Strategy,1-Aug-18,3.44.0,2.3.3 and up
,,,,,,,,,,,,
CL Notifier,TOOLS,5,36,3.2M,100+,Free,0,Teen,Tools,2-Aug-17,1,4.0 and up
Leica CL,PHOTOGRAPHY,2.6,8,2.4M,"1,000+",Free,0,Everyone,Photography,21-Nov-17,1,4.1 and up
cPro Marketplace: Buy. Sell. Rent. Date. Jobs.,SHOPPING,4.4,385764,8.4M,"10,000,000+",Free,0,Mature 17+,Shopping,5-Aug-18,3.82,4.1 and up
Postings (Craigslist Search App),SHOPPING,4.3,151095,12M,"5,000,000+",Free,0,Mature 17+,Shopping,1-Jul-18,4.0.13,4.1 and up
New CL 2ne1 Wallpaper KPOP live,PERSONALIZATION,NaN,0,3.4M,1+,Free,0,Everyone,Personalization,1-Aug-18,1.1.1,4.0 and up
CL 2ne1 Wallpaper KPOP Fans All,PERSONALIZATION,NaN,0,3.4M,1+,Free,0,Everyone,Personalization,29-Jul-18,1.1.1,4.0 and up
CL-Phlebotomist,MEDICAL,4.7,19,7.3M,100+,Free,0,Everyone,Medical,16-Jun-18,1.0.23,4.1 and up
New: CL-150,FAMILY,2.8,4,4.2M,500+,Free,0,Everyone,Education,25-Jul-18,1.2.0,5.0 and up
Battle of Zombies: Clans War,FAMILY,4.1,488039,58M,"10,000,000+",Free,0,Teen,Strategy,15-Nov-17,1.0.175,2.3.3 and up
CL-Customer Care,HEALTH_AND_FITNESS,NaN,2,6.8M,5+,Free,0,Everyone,Health & Fitness,14-Jun-18,1.3,4.0.3 and up
,,,,,,,,,,,,
MPS CL,TOOLS,NaN,1,3.2M,10+,Free,0,Everyone,Tools,24-May-18,1.0.3,4.0.3 and up
Turnotronik CL,TOOLS,NaN,1,3.3M,10+,Free,0,Everyone,Tools,24-May-18,1.0.3,4.0.3 and up
CL e-bank,FINANCE,4,210,3.7M,"10,000+",Free,0,Everyone,Finance,30-Jul-18,1.5.5,4.2 and up
E2CR CL,LIFESTYLE,NaN,0,25M,10+,Free,0,Everyone,Lifestyle,30-Jun-17,1,4.1 and up
Wallpapers Mercedes Benz CL,PERSONALIZATION,NaN,2,12M,100+,Free,0,Teen,Personalization,5-Mar-17,1,4.1 and up
Color CL,LIFESTYLE,5,2,1.3M,100+,Free,0,Everyone,Lifestyle,2-Feb-17,1.01,4.0.3 and up
CL Strength,HEALTH_AND_FITNESS,5,3,40M,50+,Free,0,Everyone,Health & Fitness,27-Jun-18,CL Strength 7.12.1,4.1 and up
CL-App,MEDICAL,4.7,6,5.2M,100+,Free,0,Everyone,Medical,17-Feb-17,1.1,4.0 and up
"Security Master - Antivirus, VPN, AppLock, Booster",TOOLS,4.7,24900999,Varies with device,"500,000,000+",Free,0,Everyone,Tools,4-Aug-18,4.6.6,Varies with device
"CM Launcher 3D - Theme, Wallpapers, Efficient",PERSONALIZATION,4.6,6700847,17M,"100,000,000+",Free,0,Teen,Personalization,3-Aug-18,5.41.0,4.0.3 and up
,,,,,,,,,,,,
CM Locker - Security Lockscreen,TOOLS,4.6,3090680,Varies with device,"100,000,000+",Free,0,Everyone,Tools,31-Jul-18,Varies with device,Varies with device
Clean Master Lite - For Low-End Phone,TOOLS,4.6,2246379,5.1M,"50,000,000+",Free,0,Everyone,Tools,28-Jun-18,2.1.4,4.0 and up
"CM Security Open VPN - Free, fast unlimited proxy",TOOLS,4.6,85496,5.8M,"1,000,000+",Free,0,Everyone,Tools,14-Feb-18,1.6.2,4.0.3 and up
CM Security Lite - Antivirus,TOOLS,4.6,262076,1.2M,"10,000,000+",Free,0,Everyone,Tools,4-Jan-18,1.0.2,2.3 and up
CM Transfer - Share any files with friends nearby,COMMUNICATION,4.6,71740,5.8M,"5,000,000+",Free,0,Everyone,Communication,27-Jun-18,2.0.7.0014,4.0 and up
"CM Flashlight (Compass, SOS)",TOOLS,4.4,166363,1.8M,"5,000,000+",Free,0,Everyone,Tools,25-May-18,1.4.0,2.3 and up
CM Apps,TOOLS,3.8,3341,1.9M,"100,000+",Free,0,Everyone,Tools,17-Apr-16,4.5,4.2 and up
CM AppLock,TOOLS,4.1,843,3.6M,"100,000+",Free,0,Everyone,Tools,25-Feb-16,2.0.0,4.0 and up
"Ruler(cm, inch)",TOOLS,3.4,2889,2.5M,"500,000+",Free,0,Everyone,Tools,27-Jul-16,1.1.0,2.3 and up
AppLock - Fingerprint Unlock,TOOLS,4.5,112482,2.1M,"5,000,000+",Free,0,Everyone,Tools,10-Jul-18,1.0.5,4.0 and up
CM Launcher Default Theme,PERSONALIZATION,4.5,3989,1.1M,"100,000+",Free,0,Everyone,Personalization,11-Sep-15,1.1.1,4.0 and up
Battery Doctor-Battery Life Saver & Battery Cooler,TOOLS,4.5,8190074,17M,"100,000,000+",Free,0,Everyone,Tools,1-Jun-18,6.24,4.0 and up
Inch/cm/Foot Conversion,PRODUCTIVITY,4,319,2.1M,"100,000+",Free,0,Everyone,Productivity,20-Aug-17,2.0.1,2.3.3 and up
"Speed Booster - Ram, Battery & Game Speed Booster",TOOLS,4.7,85079,2.8M,"1,000,000+",Free,0,Everyone,Tools,17-Jul-18,1.0.4,2.3 and up
CM FILE MANAGER,TOOLS,4.4,953790,Varies with device,"50,000,000+",Free,0,Everyone,Tools,5-Aug-18,Varies with device,Varies with device
Technology CM Locker Theme,PERSONALIZATION,4.4,10093,5.5M,"1,000,000+",Free,0,Everyone,Personalization,26-Feb-16,1.0.0,4.0 and up
Swift Dark CM / CM13 Theme,PERSONALIZATION,4.7,1500,41M,"10,000+",Paid,$1.99 ,Everyone,Personalization,5-Jan-17,3.3.3,5.0 and up
Melior NUI - Material CM Theme,PERSONALIZATION,4.7,1873,14M,"100,000+",Free,0,Everyone,Personalization,7-Nov-16,Varies with device,Varies with device
,,,,,,,,,,,,
CM Secure Browser (Authorized),TOOLS,4.2,1147,2.7M,"100,000+",Free,0,Everyone,Tools,2-Oct-17,1.1.6,4.0 and up
📏 Smart Ruler ↔️ cm/inch measuring for homework!,TOOLS,4,19,3.2M,"10,000+",Free,0,Everyone,Tools,21-Oct-17,1,4.2 and up
,,,,,,,,,,,,
"Length Converter: convert mm,cm,m, feet,yard,mile",TOOLS,4.7,76,2.2M,"50,000+",Free,0,Everyone,Tools,5-Apr-18,1.4,4.0.3 and up
CM AppLock Fingerprint 2018,TOOLS,4.4,1264,8.2M,"100,000+",Free,0,Everyone,Tools,6-Aug-18,4.0.4,4.3 and up
"m, cm, mm to yard, feet, inch converter tool",TOOLS,4.3,246,2.8M,"100,000+",Free,0,Everyone,Tools,6-Feb-18,1.1,4.0 and up
Speed Car CM Locker Theme,PERSONALIZATION,4.4,7519,4.0M,"500,000+",Free,0,Everyone,Personalization,26-Jan-16,1.0.1,4.0 and up
Calculator CM,TOOLS,4.4,8,1.8M,500+,Free,0,Everyone,Tools,9-Mar-15,1,2.3 and up
,,,,,,,,,,,,
Vintage Flower CM Locker Theme,PERSONALIZATION,4.3,2910,2.3M,"500,000+",Free,0,Everyone,Personalization,24-Jan-16,1.0.0,4.0 and up
Centimeter Ruler,TOOLS,3.3,16,1.3M,"10,000+",Free,0,Everyone,Tools,5-Nov-16,2,4.0 and up
,,,,,,,,,,,,
Ruler,TOOLS,4.5,27180,4.1M,"1,000,000+",Free,0,Everyone,Tools,6-Jul-18,3.24,4.1 and up
My Style CM 13 Theme,PERSONALIZATION,4.5,314,11M,"10,000+",Free,0,Everyone,Personalization,8-Sep-16,1.9,5.0 - 6.0
QuickPic - Photo Gallery with Google Drive Support,PHOTOGRAPHY,4.6,847144,4.2M,"10,000,000+",Free,0,Everyone,Photography,10-Nov-17,4.7.4,4.0 and up
"Ruler & Area Measurement (cm, inch)",TOOLS,4.3,10,8.2M,"10,000+",Free,0,Everyone,Tools,28-Jul-17,1.2,4.1 and up
,,,,,,,,,,,,
"cm, mm to inch, feet converter tool",PRODUCTIVITY,4.3,176,2.3M,"100,000+",Free,0,Everyone,Productivity,27-Sep-16,1.1,2.3.3 and up
City light CM Locker Theme,PERSONALIZATION,4.4,6271,5.7M,"500,000+",Free,0,Everyone,Personalization,24-Feb-16,1.0.0,4.0 and up
Speed Test - WiFi / Cellular speed test,TOOLS,4.1,24226,Varies with device,"1,000,000+",Free,0,Everyone,Tools,27-Jun-17,1.0.5,Varies with device
CM FILE MANAGER Pro,BUSINESS,4.2,2359,2.7M,"10,000+",Paid,$2.99 ,Everyone,Business,16-Feb-16,1.16.9,1.6 and up
cm to inches | centimeters to inches conversion,TOOLS,4.8,52,1.9M,"5,000+",Free,0,Everyone,Tools,7-May-18,1.3.2,4.0 and up
OMEGA Black UI Theme - CM 12+,PERSONALIZATION,4.2,12,19M,100+,Paid,$0.99 ,Everyone,Personalization,20-Aug-15,1,5.0 and up
In to cm,TOOLS,NaN,0,2.3M,10+,Free,0,Everyone,Tools,5-Apr-18,1.1,4.0.3 and up
Cartoon Network App,FAMILY,4,119173,Varies with device,"10,000,000+",Free,0,Everyone 10+,Video Players & Editors;Music & Video,21-Jun-18,Varies with device,Varies with device
CN Summer Challenge,FAMILY,3.7,985,49M,"100,000+",Free,0,Everyone,Entertainment;Brain Games,24-May-18,1.1,4.4 and up
Teen Titans GO Figure!,FAMILY,4.5,1985,28M,"10,000+",Paid,$3.99 ,Everyone 10+,Action;Action & Adventure,18-Jul-18,1.0.2,5.1 and up
CN Superstar Soccer: Goal!!!,FAMILY,4.1,3863,41M,"100,000+",Paid,$2.99 ,Everyone,Sports;Action & Adventure,24-May-18,1.1.1,4.1 and up
Teeny Titans - Teen Titans Go!,FAMILY,4.6,20463,25M,"100,000+",Paid,$3.99 ,Everyone 10+,Strategy;Action & Adventure,18-Jul-18,1.2.1,4.1 and up
CN Sayin' - Cartoon Network,FAMILY,4.5,85,25M,"10,000+",Free,0,Everyone,Entertainment,27-Mar-18,1.22,4.4 and up
Cartoon Network Match Land,FAMILY,4.7,21979,38M,"1,000,000+",Free,0,Everyone,Puzzle,9-Jul-18,1.1.3,5.1 and up
Card Wars Kingdom,FAMILY,4.3,920571,28M,"10,000,000+",Free,0,Everyone 10+,Card;Action & Adventure,17-Jan-17,1.0.10,4.0.3 and up
Wrecker's Revenge - Gumball,FAMILY,4.3,2263,55M,"100,000+",Free,0,Everyone,Puzzle;Action & Adventure,21-Sep-17,14.15,4.3 and up
Super Slime Blitz - Gumball,FAMILY,4.6,5395,58M,"500,000+",Free,0,Everyone,Arcade;Action & Adventure,24-May-18,1.2.0,4.0.3 and up
Blamburger - Clarence,FAMILY,4.1,30444,27M,"1,000,000+",Free,0,Everyone 10+,Arcade;Action & Adventure,26-Oct-15,1.0.5,4.3 and up
Free Fur All – We Bare Bears,FAMILY,4.2,256916,25M,"10,000,000+",Free,0,Everyone,Arcade;Action & Adventure,8-Oct-15,1.0.4,4.0 and up
Sky Streaker - Gumball,GAME,4.3,37513,31M,"5,000,000+",Free,0,Everyone,Arcade,7-Dec-15,4,2.3 and up
Just A Regular Arcade,GAME,4.2,40847,94M,"1,000,000+",Free,0,Everyone,Action,8-Jan-16,3.1.0,2.3.3 and up
Soundtrack Attack,FAMILY,4.3,96045,25M,"5,000,000+",Free,0,Everyone,Action;Action & Adventure,26-Jul-16,1.0.4,4.1 and up
[adult swim],FAMILY,3.6,21433,21M,"1,000,000+",Free,0,Mature 17+,Entertainment,29-May-18,3.0.1805181047,5.0 and up
Ben 10: Alien Experience,FAMILY,4.2,82005,45M,"10,000,000+",Free,0,Everyone 10+,Action;Action & Adventure,24-Oct-17,1.2.1,4.4 and up
MagiMobile – Mighty Magiswords,FAMILY,4.2,120035,45M,"5,000,000+",Free,0,Everyone,Entertainment;Action & Adventure,4-Jan-18,1.0.11,4.1 and up
Dreamland Arcade - Steven Universe,GAME,4,6386,24M,"500,000+",Free,0,Everyone,Arcade,19-Nov-17,0.99,5.1 and up
Surely You Quest - Magiswords,FAMILY,4.6,43314,83M,"1,000,000+",Free,0,Everyone 10+,Role Playing;Action & Adventure,20-Jun-17,1.0.2,4.1 and up
Adventure Time Run,GAME,4.3,24628,88M,"1,000,000+",Free,0,Everyone,Action,26-Jul-18,1.25.396,4.4 and up
Glitch Fixers: Powerpuff Girls,GAME,4.4,39698,51M,"5,000,000+",Free,0,Everyone,Arcade,1-Dec-16,1.0.0,4.1 and up
StirFry Stunts - We Bare Bears,GAME,4.5,121533,63M,"10,000,000+",Free,0,Everyone,Arcade,24-Mar-16,1.0.0,2.3.3 and up
Burrito Bash – We Bare Bears,FAMILY,4.3,10776,21M,"1,000,000+",Free,0,Everyone,Arcade;Action & Adventure,26-Oct-17,3.4,4.1 and up
LEGO® TV,FAMILY,3.7,17250,7.2M,"1,000,000+",Free,0,Everyone 10+,Entertainment;Music & Video,4-Aug-18,4.0.2,5.0 and up
Boomerang,FAMILY,4.2,13519,51M,"1,000,000+",Free,0,Everyone,Entertainment;Music & Video,27-Jul-18,2.18,5.0 and up
We Bare Bears Match3 Repairs,FAMILY,4.7,39153,98M,"1,000,000+",Free,0,Everyone,Puzzle,25-Jul-18,1.1.7,4.1 and up
Champions and Challengers - Adventure Time,FAMILY,4.6,51973,27M,"1,000,000+",Free,0,Everyone,Role Playing,2-Aug-18,1.2.5,4.4 and up
Ski Safari: Adventure Time,FAMILY,4.5,48754,9.3M,"100,000+",Paid,$0.99 ,Everyone,Arcade;Action & Adventure,7-Oct-14,1.5.2,2.3 and up
Block Survival Craft:The Story,FAMILY,4.1,7046,87M,"500,000+",Free,0,Everyone 10+,Puzzle,12-Oct-17,0.2.7,4.0.3 and up
"What's Up, Snoopy? - Peanuts",FAMILY,4.5,773,55M,"100,000+",Free,0,Everyone,Arcade;Action & Adventure,22-Aug-17,1.0.1,5.1 and up
DisneyNOW – TV Shows & Games,FAMILY,4.3,82499,Varies with device,"5,000,000+",Free,0,Everyone,Entertainment;Music & Video,5-Jul-18,Varies with device,4.4 and up
Rockstars of Ooo,FAMILY,3.4,642,26M,"10,000+",Paid,$1.99 ,Everyone 10+,Arcade;Action & Adventure,11-Aug-15,1.0.2,2.3.3 and up
Pokémon TV,FAMILY,4.2,117461,Varies with device,"5,000,000+",Free,0,Everyone,Entertainment;Music & Video,29-Jun-18,Varies with device,Varies with device
Angelo Rules - Crazy day,GAME,3.9,108336,62M,"1,000,000+",Free,0,Everyone,Adventure,27-Jun-16,4.0.01,4.4 and up
Flipped Out! - Powerpuff Girls,FAMILY,4.4,412,22M,"10,000+",Paid,$2.99 ,Everyone 10+,Action;Action & Adventure,30-Jun-16,1.0.2,4.0 and up
Adventure Time Game Wizard,GAME,4.1,4107,40M,"50,000+",Paid,$4.99 ,Everyone,Adventure,16-Jul-15,1.2.0,4.1 and up
Best Park in the Universe,GAME,4.3,3904,5.5M,"10,000+",Paid,$2.99 ,Everyone 10+,Action,10-Sep-14,1.2.1,4.0 and up
Formula Cartoon All Stars,FAMILY,3.9,1213,18M,"10,000+",Paid,$2.99 ,Everyone,Racing;Action & Adventure,25-Jun-15,4.1.2,2.3.3 and up
Multicraft Miner Exploration,GAME,4,14563,74M,"1,000,000+",Free,0,Everyone 10+,Adventure,22-Dec-17,0.6.49,4.1 and up
CN TV Canal 3 - Cable Netword,FAMILY,NaN,5,16M,"1,000+",Free,0,Everyone,Entertainment,10-Feb-18,2,4.0.3 and up
CN Resident,FAMILY,5,1,64M,100+,Free,0,Everyone,Entertainment,22-May-17,40.1,4.1 and up
Little Lovely Dentist,FAMILY,4.2,17786,16M,"1,000,000+",Free,0,Everyone,Casual,14-May-18,1.1.8,4.0 and up
Foods Co,SHOPPING,4.3,199,25M,"10,000+",Free,0,Everyone,Shopping,2-Aug-18,14.2.1,5.0 and up
AND CO,FINANCE,4.5,175,12M,"10,000+",Free,0,Everyone,Finance,3-Aug-18,2.2.0,5.0 and up
Tetrobot and Co.,FAMILY,4.5,709,18M,"5,000+",Paid,$2.99 ,Everyone,Puzzle,20-Apr-15,1.1.2,2.3 and up
Brit + Co,LIFESTYLE,3.9,987,4.5M,"10,000+",Free,0,Everyone,Lifestyle,29-Aug-17,2.0.4,4.0 and up
Wuwu & Co.,FAMILY,NaN,9,77M,100+,Paid,$2.99 ,Everyone,Books & Reference;Creativity,22-Mar-17,2.49,4.1 and up
Dots & Co: A Puzzle Adventure,FAMILY,4.5,81001,85M,"1,000,000+",Free,0,Everyone,Puzzle,27-Apr-18,2.15.2,4.1 and up
AppClose - The #1 FREE Co-Parenting App,PARENTING,3.5,159,85M,"10,000+",Free,0,Everyone,Parenting,31-Jul-18,2.1.23,4.4 and up
Co-op CRS,LIFESTYLE,3.6,581,26M,"100,000+",Free,0,Everyone,Lifestyle,4-Mar-18,2.4.3,4.4 and up
Co Checker,TOOLS,1.9,12,2.0M,"1,000+",Free,0,Everyone,Tools,20-Oct-17,1.8.6,4.3 and up
